fecha,datetime,tipo,tarjeta,monto,tipo_cafe
19/6/24,28:59.5,card,ANON-0000-0000-0192,37.72,Cappuccino
19/6/24,30:03.5,card,ANON-0000-0000-0192,32.82,Americano with Milk
20/6/24,50:06.5,card,ANON-0000-0000-0097,37.72,Latte
20/6/24,59:02.1,card,ANON-0000-0000-0314,37.72,Latte
20/6/24,00:00.2,card,ANON-0000-0000-0314,37.72,Latte
20/6/24,39:10.0,card,ANON-0000-0000-0257,37.72,Latte
20/6/24,57:40.6,card,ANON-0000-0000-0009,37.72,Latte
20/6/24,59:17.6,card,ANON-0000-0000-0009,32.82,Americano with Milk
21/6/24,59:55.9,card,ANON-0000-0000-0311,37.72,Latte
21/6/24,01:40.2,card,ANON-0000-0000-0315,27.92,Americano
21/6/24,19:19.4,card,ANON-0000-0000-0012,32.82,Americano with Milk
21/6/24,20:31.5,card,ANON-0000-0000-0012,32.82,Americano with Milk
21/6/24,12:16.1,card,ANON-0000-0000-0316,23.02,Espresso
21/6/24,30:26.7,card,ANON-0000-0000-0009,37.72,Latte
21/6/24,47:06.2,card,ANON-0000-0000-0154,37.72,Cappuccino
21/6/24,48:06.7,card,ANON-0000-0000-0154,37.72,Cappuccino
21/6/24,49:54.5,card,ANON-0000-0000-0180,37.72,Cappuccino
21/6/24,51:00.2,card,ANON-0000-0000-0180,37.72,Cappuccino
21/6/24,52:18.8,card,ANON-0000-0000-0180,27.92,Americano
21/6/24,55:37.1,card,ANON-0000-0000-0311,32.82,Americano with Milk
22/6/24,39:50.3,card,ANON-0000-0000-0141,27.92,Cortado
22/6/24,37:48.8,card,ANON-0000-0000-0311,32.82,Americano with Milk
22/6/24,53:15.5,card,ANON-0000-0000-0317,32.82,Americano with Milk
22/6/24,37:20.1,card,ANON-0000-0000-0009,37.72,Latte
22/6/24,10:23.0,card,ANON-0000-0000-0318,37.72,Cappuccino
23/6/24,12:01.4,card,ANON-0000-0000-0012,32.82,Americano with Milk
23/6/24,13:50.6,card,ANON-0000-0000-0012,32.82,Americano with Milk
23/6/24,06:47.0,card,ANON-0000-0000-0319,37.72,Cappuccino
23/6/24,29:07.8,card,ANON-0000-0000-0320,37.72,Latte
23/6/24,30:36.4,card,ANON-0000-0000-0320,37.72,Cappuccino
24/6/24,44:39.9,card,ANON-0000-0000-0164,32.82,Americano with Milk
24/6/24,49:36.0,card,ANON-0000-0000-0180,37.72,Cappuccino
24/6/24,50:44.1,card,ANON-0000-0000-0180,37.72,Cappuccino
24/6/24,02:29.0,card,ANON-0000-0000-0321,37.72,Latte
24/6/24,46:00.6,card,ANON-0000-0000-0203,37.72,Cappuccino
24/6/24,47:00.4,card,ANON-0000-0000-0203,37.72,Cappuccino
25/6/24,19:24.2,card,ANON-0000-0000-0322,37.72,Latte
25/6/24,28:26.4,card,ANON-0000-0000-0012,32.82,Americano with Milk
25/6/24,29:42.4,card,ANON-0000-0000-0040,32.82,Americano with Milk
25/6/24,34:52.3,card,ANON-0000-0000-0203,37.72,Cappuccino
26/6/24,33:01.7,card,ANON-0000-0000-0323,37.72,Latte
26/6/24,32:29.5,card,ANON-0000-0000-0324,23.02,Espresso
26/6/24,34:01.6,card,ANON-0000-0000-0325,27.92,Americano
26/6/24,21:53.3,card,ANON-0000-0000-0009,37.72,Latte
26/6/24,27:00.8,card,ANON-0000-0000-0009,37.72,Cappuccino
26/6/24,28:14.6,card,ANON-0000-0000-0206,32.82,Americano with Milk
27/6/24,15:43.2,card,ANON-0000-0000-0326,32.82,Americano with Milk
27/6/24,11:48.0,card,ANON-0000-0000-0327,27.92,Cortado
27/6/24,44:03.4,card,ANON-0000-0000-0328,32.82,Americano with Milk
27/6/24,50:31.6,card,ANON-0000-0000-0329,37.72,Cappuccino
28/6/24,08:35.0,card,ANON-0000-0000-0141,27.92,Cortado
28/6/24,51:54.0,card,ANON-0000-0000-0274,23.02,Espresso
28/6/24,50:55.4,card,ANON-0000-0000-0330,32.82,Americano with Milk
28/6/24,52:01.9,card,ANON-0000-0000-0331,37.72,Latte
28/6/24,28:20.0,card,ANON-0000-0000-0332,37.72,Cappuccino
29/6/24,47:10.3,card,ANON-0000-0000-0097,32.82,Americano with Milk
29/6/24,40:19.6,card,ANON-0000-0000-0333,32.82,Americano with Milk
29/6/24,41:26.6,card,ANON-0000-0000-0333,32.82,Americano with Milk
29/6/24,30:24.4,card,ANON-0000-0000-0334,37.72,Cappuccino
29/6/24,31:42.6,card,ANON-0000-0000-0334,37.72,Cappuccino
29/6/24,23:43.6,card,ANON-0000-0000-0335,37.72,Cappuccino
29/6/24,24:52.4,card,ANON-0000-0000-0335,37.72,Hot Chocolate
29/6/24,27:22.4,card,ANON-0000-0000-0009,37.72,Latte
30/6/24,28:09.8,card,ANON-0000-0000-0336,37.72,Latte
30/6/24,05:50.6,card,ANON-0000-0000-0337,23.02,Espresso
30/6/24,54:41.7,card,ANON-0000-0000-0009,37.72,Hot Chocolate
30/6/24,04:09.7,card,ANON-0000-0000-0097,32.82,Americano with Milk
1/7/24,07:26.8,card,ANON-0000-0000-0012,23.02,Espresso
1/7/24,56:51.8,card,ANON-0000-0000-0338,37.72,Cappuccino
1/7/24,57:54.3,card,ANON-0000-0000-0339,37.72,Cappuccino
2/7/24,42:54.1,card,ANON-0000-0000-0304,32.82,Americano with Milk
2/7/24,45:00.6,card,ANON-0000-0000-0304,27.92,Americano
2/7/24,48:05.2,card,ANON-0000-0000-0019,37.72,Latte
2/7/24,03:13.2,card,ANON-0000-0000-0340,27.92,Americano
2/7/24,31:24.3,card,ANON-0000-0000-0341,32.82,Americano with Milk
2/7/24,02:23.6,card,ANON-0000-0000-0329,32.82,Americano with Milk
3/7/24,51:14.9,card,ANON-0000-0000-0012,32.82,Americano with Milk
3/7/24,01:16.6,card,ANON-0000-0000-0342,37.72,Cappuccino
3/7/24,50:25.2,card,ANON-0000-0000-0343,37.72,Cappuccino
3/7/24,53:15.6,card,ANON-0000-0000-0270,32.82,Americano with Milk
3/7/24,54:22.9,card,ANON-0000-0000-0344,32.82,Americano with Milk
3/7/24,55:31.4,card,ANON-0000-0000-0270,37.72,Latte
3/7/24,59:25.6,card,ANON-0000-0000-0345,23.02,Espresso
3/7/24,59:01.8,card,ANON-0000-0000-0346,37.72,Cappuccino
3/7/24,06:09.1,card,ANON-0000-0000-0009,37.72,Latte
4/7/24,26:23.7,card,ANON-0000-0000-0143,32.82,Americano with Milk
4/7/24,27:30.3,card,ANON-0000-0000-0012,27.92,Americano
5/7/24,20:28.7,card,ANON-0000-0000-0058,37.72,Cocoa
5/7/24,43:43.1,card,ANON-0000-0000-0040,32.82,Americano with Milk
5/7/24,44:43.8,card,ANON-0000-0000-0347,32.82,Americano with Milk
5/7/24,55:56.3,card,ANON-0000-0000-0348,23.02,Espresso
5/7/24,55:07.8,card,ANON-0000-0000-0099,27.92,Americano
5/7/24,11:56.5,card,ANON-0000-0000-0349,23.02,Espresso
5/7/24,18:03.3,card,ANON-0000-0000-0350,27.92,Americano
5/7/24,18:56.9,card,ANON-0000-0000-0350,27.92,Americano
5/7/24,20:01.1,card,ANON-0000-0000-0351,37.72,Cappuccino
5/7/24,21:09.5,card,ANON-0000-0000-0351,32.82,Americano with Milk
6/7/24,28:06.8,card,ANON-0000-0000-0352,37.72,Latte
6/7/24,15:46.0,card,ANON-0000-0000-0009,32.82,Latte
6/7/24,17:01.0,card,ANON-0000-0000-0009,32.82,Latte
6/7/24,09:46.1,card,ANON-0000-0000-0012,32.82,Latte
6/7/24,10:39.6,card,ANON-0000-0000-0012,27.92,Americano with Milk
7/7/24,04:20.2,card,ANON-0000-0000-0303,32.82,Cappuccino
7/7/24,14:29.2,card,ANON-0000-0000-0353,27.92,Americano with Milk
7/7/24,15:36.8,card,ANON-0000-0000-0353,27.92,Americano with Milk
7/7/24,28:48.9,card,ANON-0000-0000-0354,32.82,Cappuccino
7/7/24,29:56.2,card,ANON-0000-0000-0354,32.82,Cappuccino
7/7/24,56:30.2,card,ANON-0000-0000-0355,32.82,Hot Chocolate
7/7/24,57:47.4,card,ANON-0000-0000-0355,32.82,Cocoa
7/7/24,07:50.3,card,ANON-0000-0000-0356,32.82,Latte
7/7/24,33:27.2,card,ANON-0000-0000-0357,32.82,Cappuccino
7/7/24,01:31.7,card,ANON-0000-0000-0358,32.82,Hot Chocolate
7/7/24,33:36.3,card,ANON-0000-0000-0359,27.92,Americano with Milk
8/7/24,33:07.7,card,ANON-0000-0000-0360,32.82,Latte
8/7/24,02:50.4,card,ANON-0000-0000-0361,23.02,Americano
8/7/24,40:24.3,card,ANON-0000-0000-0362,23.02,Americano
8/7/24,30:35.0,card,ANON-0000-0000-0363,27.92,Americano with Milk
8/7/24,14:46.2,card,ANON-0000-0000-0019,32.82,Latte
9/7/24,26:52.1,card,ANON-0000-0000-0333,27.92,Americano with Milk
9/7/24,40:28.8,card,ANON-0000-0000-0276,27.92,Americano with Milk
9/7/24,21:36.1,card,ANON-0000-0000-0194,27.92,Americano with Milk
9/7/24,22:49.9,card,ANON-0000-0000-0194,32.82,Cappuccino
9/7/24,42:59.5,card,ANON-0000-0000-0364,27.92,Americano with Milk
10/7/24,10:41.7,card,ANON-0000-0000-0365,23.02,Americano
10/7/24,28:53.7,card,ANON-0000-0000-0366,27.92,Americano with Milk
10/7/24,13:10.0,card,ANON-0000-0000-0328,32.82,Latte
11/7/24,27:27.6,card,ANON-0000-0000-0367,32.82,Hot Chocolate
11/7/24,48:18.7,card,ANON-0000-0000-0368,27.92,Americano with Milk
11/7/24,22:13.6,card,ANON-0000-0000-0369,32.82,Latte
11/7/24,30:58.5,card,ANON-0000-0000-0370,23.02,Americano
12/7/24,03:17.5,card,ANON-0000-0000-0371,23.02,Cortado
12/7/24,48:33.4,card,ANON-0000-0000-0372,32.82,Hot Chocolate
12/7/24,33:25.6,card,ANON-0000-0000-0178,32.82,Hot Chocolate
12/7/24,34:14.3,card,ANON-0000-0000-0177,32.82,Hot Chocolate
12/7/24,35:29.5,card,ANON-0000-0000-0179,32.82,Hot Chocolate
13/7/24,38:10.3,card,ANON-0000-0000-0365,32.82,Latte
13/7/24,41:38.1,card,ANON-0000-0000-0365,32.82,Latte
14/7/24,54:24.3,card,ANON-0000-0000-0373,23.02,Americano
14/7/24,55:30.5,card,ANON-0000-0000-0373,27.92,Americano with Milk
14/7/24,56:30.3,card,ANON-0000-0000-0373,32.82,Cappuccino
14/7/24,57:54.1,card,ANON-0000-0000-0374,32.82,Latte
14/7/24,02:11.8,card,ANON-0000-0000-0375,23.02,Americano
14/7/24,31:30.0,card,ANON-0000-0000-0376,32.82,Latte
15/7/24,33:05.6,card,ANON-0000-0000-0377,32.82,Cappuccino
16/7/24,23:37.5,card,ANON-0000-0000-0378,27.92,Americano with Milk
16/7/24,29:25.5,card,ANON-0000-0000-0367,32.82,Hot Chocolate
17/7/24,04:59.7,card,ANON-0000-0000-0379,27.92,Americano with Milk
18/7/24,10:13.4,card,ANON-0000-0000-0380,27.92,Americano with Milk
18/7/24,11:23.4,card,ANON-0000-0000-0381,18.12,Espresso
18/7/24,32:59.6,card,ANON-0000-0000-0059,23.02,Americano
18/7/24,34:48.4,card,ANON-0000-0000-0059,23.02,Americano
18/7/24,35:51.5,card,ANON-0000-0000-0059,23.02,Cortado
18/7/24,23:33.8,card,ANON-0000-0000-0375,32.82,Latte
18/7/24,18:23.4,card,ANON-0000-0000-0382,32.82,Cappuccino
18/7/24,30:50.6,card,ANON-0000-0000-0009,32.82,Latte
18/7/24,19:41.8,card,ANON-0000-0000-0383,32.82,Hot Chocolate
18/7/24,21:59.9,card,ANON-0000-0000-0383,32.82,Latte
18/7/24,46:18.7,card,ANON-0000-0000-0384,32.82,Latte
19/7/24,03:02.3,card,ANON-0000-0000-0375,23.02,Americano
19/7/24,16:20.5,card,ANON-0000-0000-0385,27.92,Americano with Milk
19/7/24,58:37.6,card,ANON-0000-0000-0386,32.82,Latte
19/7/24,59:55.4,card,ANON-0000-0000-0386,27.92,Americano with Milk
19/7/24,09:20.7,card,ANON-0000-0000-0384,32.82,Latte
19/7/24,11:22.1,card,ANON-0000-0000-0384,32.82,Cocoa
19/7/24,36:19.3,card,ANON-0000-0000-0384,32.82,Latte
19/7/24,37:35.8,card,ANON-0000-0000-0384,32.82,Latte
20/7/24,05:44.5,card,ANON-0000-0000-0387,23.02,Americano
20/7/24,06:48.7,card,ANON-0000-0000-0387,32.82,Latte
20/7/24,07:51.4,card,ANON-0000-0000-0387,23.02,Americano
20/7/24,00:53.6,card,ANON-0000-0000-0388,32.82,Latte
20/7/24,02:27.8,card,ANON-0000-0000-0389,32.82,Latte
20/7/24,39:21.0,card,ANON-0000-0000-0390,23.02,Americano
20/7/24,15:09.2,card,ANON-0000-0000-0391,32.82,Latte
21/7/24,30:55.8,card,ANON-0000-0000-0367,32.82,Cocoa
21/7/24,39:28.8,card,ANON-0000-0000-0392,32.82,Cappuccino
21/7/24,34:30.8,card,ANON-0000-0000-0393,23.02,Cortado
21/7/24,42:31.4,card,ANON-0000-0000-0394,32.82,Latte
22/7/24,13:23.1,card,ANON-0000-0000-0375,23.02,Americano
22/7/24,40:49.6,card,ANON-0000-0000-0395,23.02,Americano
22/7/24,15:37.3,card,ANON-0000-0000-0385,27.92,Americano with Milk
22/7/24,44:37.6,card,ANON-0000-0000-0396,32.82,Latte
23/7/24,12:56.2,card,ANON-0000-0000-0197,32.82,Latte
23/7/24,40:19.0,card,ANON-0000-0000-0395,23.02,Americano
23/7/24,44:53.8,card,ANON-0000-0000-0397,27.92,Americano with Milk
23/7/24,49:25.1,card,ANON-0000-0000-0398,32.82,Cocoa
23/7/24,51:10.4,card,ANON-0000-0000-0399,32.82,Latte
23/7/24,01:45.7,card,ANON-0000-0000-0375,23.02,Americano
23/7/24,03:36.5,card,ANON-0000-0000-0400,27.92,Americano with Milk
23/7/24,20:05.0,card,ANON-0000-0000-0401,27.92,Americano with Milk
23/7/24,21:01.3,card,ANON-0000-0000-0401,32.82,Latte
23/7/24,01:40.6,card,ANON-0000-0000-0009,32.82,Latte
23/7/24,23:13.5,card,ANON-0000-0000-0012,23.02,Americano
23/7/24,24:22.6,card,ANON-0000-0000-0012,23.02,Americano
24/7/24,16:09.8,card,ANON-0000-0000-0097,27.92,Americano with Milk
24/7/24,38:55.0,card,ANON-0000-0000-0385,27.92,Americano with Milk
24/7/24,54:37.5,card,ANON-0000-0000-0402,18.12,Espresso
24/7/24,43:53.1,card,ANON-0000-0000-0379,32.82,Cappuccino
24/7/24,55:13.8,card,ANON-0000-0000-0399,32.82,Latte
24/7/24,45:49.8,card,ANON-0000-0000-0012,18.12,Espresso
24/7/24,18:30.5,card,ANON-0000-0000-0009,32.82,Latte
24/7/24,15:05.7,card,ANON-0000-0000-0205,32.82,Cappuccino
24/7/24,16:59.8,card,ANON-0000-0000-0205,32.82,Cappuccino
24/7/24,17:36.8,card,ANON-0000-0000-0040,27.92,Americano with Milk
24/7/24,18:41.3,card,ANON-0000-0000-0040,23.02,Americano
24/7/24,25:17.5,card,ANON-0000-0000-0012,23.02,Americano
25/7/24,54:47.9,card,ANON-0000-0000-0012,23.02,Americano
25/7/24,49:18.4,card,ANON-0000-0000-0399,32.82,Latte
25/7/24,29:44.6,card,ANON-0000-0000-0385,27.92,Americano with Milk
25/7/24,26:04.7,card,ANON-0000-0000-0375,23.02,Americano
25/7/24,25:06.5,card,ANON-0000-0000-0403,32.82,Cappuccino
25/7/24,21:00.8,card,ANON-0000-0000-0257,32.82,Cappuccino
25/7/24,06:01.3,card,ANON-0000-0000-0404,23.02,Cortado
25/7/24,06:50.0,card,ANON-0000-0000-0404,18.12,Espresso
25/7/24,38:51.3,card,ANON-0000-0000-0328,23.02,Cortado
25/7/24,39:46.8,card,ANON-0000-0000-0405,32.82,Cocoa
26/7/24,33:01.3,card,ANON-0000-0000-0406,32.82,Latte
26/7/24,19:37.4,card,ANON-0000-0000-0097,27.92,Americano with Milk
26/7/24,20:34.3,card,ANON-0000-0000-0059,18.12,Espresso
26/7/24,33:11.5,card,ANON-0000-0000-0407,23.02,Cortado
26/7/24,34:16.6,card,ANON-0000-0000-0407,23.02,Cortado
26/7/24,59:07.9,card,ANON-0000-0000-0408,32.82,Latte
26/7/24,00:02.7,card,ANON-0000-0000-0408,32.82,Latte
26/7/24,47:13.9,card,ANON-0000-0000-0385,27.92,Americano with Milk
26/7/24,07:01.7,card,ANON-0000-0000-0379,27.92,Americano with Milk
26/7/24,28:08.0,card,ANON-0000-0000-0339,32.82,Cappuccino
26/7/24,29:17.7,card,ANON-0000-0000-0339,32.82,Cappuccino
26/7/24,09:56.1,card,ANON-0000-0000-0409,32.82,Latte
26/7/24,23:29.3,card,ANON-0000-0000-0410,23.02,Americano
26/7/24,58:29.2,card,ANON-0000-0000-0411,32.82,Cappuccino
26/7/24,15:09.6,card,ANON-0000-0000-0009,32.82,Latte
26/7/24,49:52.3,card,ANON-0000-0000-0412,27.92,Americano with Milk
27/7/24,09:16.5,card,ANON-0000-0000-0097,32.82,Cappuccino
27/7/24,55:31.4,card,ANON-0000-0000-0413,27.92,Americano with Milk
27/7/24,25:10.1,card,ANON-0000-0000-0059,27.92,Americano with Milk
27/7/24,26:13.2,card,ANON-0000-0000-0040,18.12,Espresso
27/7/24,33:23.1,card,ANON-0000-0000-0059,27.92,Americano with Milk
27/7/24,28:41.9,card,ANON-0000-0000-0225,18.12,Espresso
27/7/24,51:53.2,card,ANON-0000-0000-0077,32.82,Latte
27/7/24,02:33.4,card,ANON-0000-0000-0414,32.82,Cappuccino
27/7/24,03:39.1,card,ANON-0000-0000-0415,32.82,Cappuccino
27/7/24,09:00.4,card,ANON-0000-0000-0416,27.92,Americano with Milk
27/7/24,10:08.1,card,ANON-0000-0000-0416,27.92,Americano with Milk
27/7/24,55:20.2,card,ANON-0000-0000-0009,32.82,Latte
27/7/24,56:23.9,card,ANON-0000-0000-0417,32.82,Cappuccino
28/7/24,07:25.9,card,ANON-0000-0000-0012,18.12,Espresso
28/7/24,17:54.2,card,ANON-0000-0000-0276,27.92,Americano with Milk
28/7/24,18:52.2,card,ANON-0000-0000-0276,32.82,Latte
29/7/24,12:06.4,card,ANON-0000-0000-0418,32.82,Latte
29/7/24,04:48.0,card,ANON-0000-0000-0012,23.02,Americano
29/7/24,15:46.2,card,ANON-0000-0000-0097,27.92,Americano with Milk
29/7/24,19:44.1,card,ANON-0000-0000-0003,23.02,Americano
29/7/24,51:24.7,card,ANON-0000-0000-0419,27.92,Americano with Milk
29/7/24,58:29.6,card,ANON-0000-0000-0420,32.82,Cappuccino
29/7/24,43:44.0,card,ANON-0000-0000-0421,32.82,Hot Chocolate
29/7/24,44:55.8,card,ANON-0000-0000-0421,32.82,Hot Chocolate
29/7/24,06:31.1,card,ANON-0000-0000-0422,32.82,Cappuccino
29/7/24,30:16.3,card,ANON-0000-0000-0099,23.02,Americano
29/7/24,57:34.4,card,ANON-0000-0000-0328,32.82,Cocoa
30/7/24,41:10.9,card,ANON-0000-0000-0423,27.92,Americano with Milk
30/7/24,05:07.2,card,ANON-0000-0000-0424,23.02,Cortado
30/7/24,20:51.1,card,ANON-0000-0000-0425,32.82,Cappuccino
30/7/24,13:43.2,card,ANON-0000-0000-0097,27.92,Americano with Milk
30/7/24,17:11.1,card,ANON-0000-0000-0141,23.02,Cortado
30/7/24,19:34.2,card,ANON-0000-0000-0276,27.92,Americano with Milk
30/7/24,23:20.1,card,ANON-0000-0000-0250,32.82,Latte
30/7/24,12:07.4,card,ANON-0000-0000-0426,23.02,Americano
30/7/24,13:16.2,card,ANON-0000-0000-0426,18.12,Espresso
30/7/24,14:41.7,card,ANON-0000-0000-0427,27.92,Americano with Milk
30/7/24,16:01.6,card,ANON-0000-0000-0428,27.92,Americano with Milk
30/7/24,30:34.7,card,ANON-0000-0000-0429,27.92,Americano with Milk
30/7/24,31:40.8,card,ANON-0000-0000-0430,27.92,Americano with Milk
30/7/24,08:07.5,card,ANON-0000-0000-0431,32.82,Latte
30/7/24,16:09.6,card,ANON-0000-0000-0432,27.92,Americano with Milk
30/7/24,08:52.9,card,ANON-0000-0000-0433,23.02,Cortado
30/7/24,09:43.6,card,ANON-0000-0000-0433,27.92,Americano with Milk
30/7/24,24:19.9,card,ANON-0000-0000-0434,18.12,Espresso
30/7/24,53:51.9,card,ANON-0000-0000-0097,27.92,Americano with Milk
30/7/24,54:46.3,card,ANON-0000-0000-0097,27.92,Americano with Milk
30/7/24,57:02.3,card,ANON-0000-0000-0347,27.92,Americano with Milk
30/7/24,33:19.2,card,ANON-0000-0000-0435,32.82,Latte
30/7/24,15:21.5,card,ANON-0000-0000-0436,23.02,Americano
30/7/24,16:19.3,card,ANON-0000-0000-0436,32.82,Cappuccino
31/7/24,59:52.1,card,ANON-0000-0000-0423,27.92,Americano with Milk
31/7/24,37:41.9,card,ANON-0000-0000-0437,27.92,Americano with Milk
31/7/24,38:38.2,card,ANON-0000-0000-0437,27.92,Americano with Milk
31/7/24,54:45.3,card,ANON-0000-0000-0388,23.02,Americano
31/7/24,55:45.1,card,ANON-0000-0000-0388,23.02,Americano
31/7/24,58:15.9,card,ANON-0000-0000-0276,27.92,Americano with Milk
31/7/24,11:42.6,card,ANON-0000-0000-0384,32.82,Cocoa
31/7/24,14:00.3,card,ANON-0000-0000-0384,32.82,Latte
31/7/24,24:49.4,card,ANON-0000-0000-0438,27.92,Americano with Milk
31/7/24,48:06.8,card,ANON-0000-0000-0439,23.02,Cortado
31/7/24,04:15.0,card,ANON-0000-0000-0440,32.82,Latte
31/7/24,22:38.9,card,ANON-0000-0000-0441,23.02,Cortado
31/7/24,28:45.1,card,ANON-0000-0000-0009,32.82,Latte
31/7/24,46:42.4,card,ANON-0000-0000-0442,32.82,Cocoa
31/7/24,50:07.4,card,ANON-0000-0000-0443,23.02,Cortado
31/7/24,51:10.4,card,ANON-0000-0000-0443,32.82,Latte
31/7/24,52:14.8,card,ANON-0000-0000-0153,32.82,Cappuccino
31/7/24,53:35.1,card,ANON-0000-0000-0443,23.02,Cortado
31/7/24,59:25.0,card,ANON-0000-0000-0040,27.92,Americano with Milk
31/7/24,26:26.0,card,ANON-0000-0000-0444,32.82,Latte
31/7/24,54:11.8,card,ANON-0000-0000-0445,32.82,Latte
31/7/24,55:16.6,card,ANON-0000-0000-0446,32.82,Latte
1/8/24,31:00.1,card,ANON-0000-0000-0423,27.92,Americano with Milk
1/8/24,25:20.1,card,ANON-0000-0000-0276,27.92,Americano with Milk
1/8/24,04:14.1,card,ANON-0000-0000-0097,27.92,Americano with Milk
1/8/24,22:46.4,card,ANON-0000-0000-0447,27.92,Americano with Milk
1/8/24,22:46.6,card,ANON-0000-0000-0448,23.02,Cortado
1/8/24,23:37.3,card,ANON-0000-0000-0448,32.82,Cappuccino
1/8/24,49:07.3,card,ANON-0000-0000-0449,32.82,Cappuccino
1/8/24,43:43.8,card,ANON-0000-0000-0423,27.92,Americano with Milk
1/8/24,24:00.7,card,ANON-0000-0000-0450,27.92,Americano with Milk
1/8/24,26:07.3,card,ANON-0000-0000-0450,23.02,Americano
1/8/24,23:35.2,card,ANON-0000-0000-0451,23.02,Americano
1/8/24,41:28.1,card,ANON-0000-0000-0452,32.82,Cappuccino
2/8/24,01:54.2,card,ANON-0000-0000-0453,27.92,Americano with Milk
2/8/24,35:02.9,card,ANON-0000-0000-0097,27.92,Americano with Milk
2/8/24,09:19.5,card,ANON-0000-0000-0141,23.02,Cortado
2/8/24,08:35.3,card,ANON-0000-0000-0454,27.92,Americano with Milk
2/8/24,23:04.4,card,ANON-0000-0000-0009,32.82,Latte
3/8/24,53:46.7,card,ANON-0000-0000-0097,27.92,Americano with Milk
3/8/24,37:19.2,card,ANON-0000-0000-0401,27.92,Americano with Milk
3/8/24,38:41.0,card,ANON-0000-0000-0401,27.92,Americano with Milk
3/8/24,12:25.6,card,ANON-0000-0000-0304,27.92,Americano with Milk
3/8/24,20:26.6,card,ANON-0000-0000-0455,23.02,Cortado
3/8/24,21:22.0,card,ANON-0000-0000-0455,23.02,Cortado
3/8/24,56:36.6,card,ANON-0000-0000-0040,18.12,Espresso
3/8/24,57:31.3,card,ANON-0000-0000-0040,27.92,Americano with Milk
3/8/24,03:35.8,card,ANON-0000-0000-0040,27.92,Americano with Milk
3/8/24,53:59.9,card,ANON-0000-0000-0322,27.92,Americano with Milk
3/8/24,38:42.0,card,ANON-0000-0000-0456,32.82,Cappuccino
3/8/24,30:49.0,card,ANON-0000-0000-0457,32.82,Latte
3/8/24,33:06.3,card,ANON-0000-0000-0457,32.82,Latte
4/8/24,18:37.3,card,ANON-0000-0000-0458,32.82,Cappuccino
4/8/24,37:51.1,card,ANON-0000-0000-0040,27.92,Americano with Milk
4/8/24,50:54.6,card,ANON-0000-0000-0258,32.82,Cappuccino
4/8/24,52:33.0,card,ANON-0000-0000-0258,27.92,Americano with Milk
4/8/24,33:52.1,card,ANON-0000-0000-0268,32.82,Cappuccino
4/8/24,35:05.9,card,ANON-0000-0000-0268,32.82,Cappuccino
5/8/24,50:05.8,card,ANON-0000-0000-0459,23.02,Cortado
5/8/24,19:19.2,card,ANON-0000-0000-0097,27.92,Americano with Milk
5/8/24,20:47.4,card,ANON-0000-0000-0375,23.02,Cortado
5/8/24,45:22.5,card,ANON-0000-0000-0460,32.82,Cappuccino
5/8/24,05:57.7,card,ANON-0000-0000-0461,32.82,Latte
5/8/24,07:18.8,card,ANON-0000-0000-0461,32.82,Latte
5/8/24,44:24.5,card,ANON-0000-0000-0462,32.82,Latte
5/8/24,45:32.1,card,ANON-0000-0000-0462,27.92,Americano with Milk
5/8/24,20:02.7,card,ANON-0000-0000-0019,32.82,Latte
5/8/24,34:51.5,card,ANON-0000-0000-0009,32.82,Latte
5/8/24,49:30.9,card,ANON-0000-0000-0463,32.82,Cocoa
5/8/24,50:21.9,card,ANON-0000-0000-0463,32.82,Cocoa
5/8/24,43:48.2,card,ANON-0000-0000-0464,27.92,Americano with Milk
6/8/24,21:03.3,card,ANON-0000-0000-0375,23.02,Cortado
6/8/24,32:32.3,card,ANON-0000-0000-0465,32.82,Hot Chocolate
6/8/24,40:49.2,card,ANON-0000-0000-0466,32.82,Cappuccino
6/8/24,42:52.7,card,ANON-0000-0000-0466,32.82,Latte
6/8/24,44:05.1,card,ANON-0000-0000-0466,32.82,Cocoa
6/8/24,04:04.5,card,ANON-0000-0000-0019,32.82,Latte
6/8/24,05:23.1,card,ANON-0000-0000-0467,27.92,Americano with Milk
6/8/24,04:27.1,card,ANON-0000-0000-0468,32.82,Latte
7/8/24,55:48.5,card,ANON-0000-0000-0453,27.92,Americano with Milk
7/8/24,12:26.8,card,ANON-0000-0000-0003,23.02,Americano
7/8/24,13:40.7,card,ANON-0000-0000-0003,23.02,Americano
7/8/24,11:16.2,card,ANON-0000-0000-0469,18.12,Espresso
7/8/24,19:01.7,card,ANON-0000-0000-0470,23.02,Americano
7/8/24,36:22.7,card,ANON-0000-0000-0009,32.82,Latte
7/8/24,40:09.3,card,ANON-0000-0000-0442,32.82,Cocoa
7/8/24,18:12.0,card,ANON-0000-0000-0328,32.82,Cappuccino
7/8/24,28:56.7,card,ANON-0000-0000-0471,32.82,Latte
7/8/24,32:16.0,card,ANON-0000-0000-0472,32.82,Latte
8/8/24,46:36.2,card,ANON-0000-0000-0141,18.12,Espresso
8/8/24,47:28.7,card,ANON-0000-0000-0141,23.02,Cortado
8/8/24,27:05.4,card,ANON-0000-0000-0420,27.92,Americano with Milk
8/8/24,43:19.6,card,ANON-0000-0000-0141,23.02,Cortado
8/8/24,44:15.0,card,ANON-0000-0000-0141,23.02,Cortado
8/8/24,57:53.3,card,ANON-0000-0000-0473,32.82,Cappuccino
